0: 1 5 14 6 21, zy
11579: 1 5 14 4 16 5 1 24 1 5 18 6 24 6 18 4 10 2 6 2 8 4 20 6 23 1 5 16 4 14 4 14 4 14 4 14 4 14 2 2 2 12 4 16 5 1 23 6 20 6 23 1 5 16 4 14 4 12 2 4 2 10 2 4 2 10 2 4 2 12 4 14 4 16 5 1 23 6 20 6 23 1 5 16 4 12 2 2 2 14 4 14 4 14 4 14 4 14 4 16 5 1 23 6 20 4 8 2 6 2 10 4 18 6 24 6 18 5 1 24 1 5 16 4 14 5 1 21 4 8 4 21, zy
11580: 1 5 14 4 16 6 22 6 18 4 8 2 8 4 18 6 22 6 16 4 14 5 1 23 6 16 4 12 4 14 4 14 4 12 4 16 6 23 1 5 16 6 24 7 1 19 6 20 6 20 4 6 2 10 4 16 6 24 7 1 19 6 20 6 21 1 5 14 5 1 21 6 20 6 20 6 20 6 20 6 20 6 20 6 21 1 5 14 5 1 21 6 20 6 19 1 7 24 6 16 4 10 2 6 4 20 6 20 6 19 1 7 24 6 16 5 1 23 6 16 4 12 4 14 4 14 4 12 4 16 6 23, zy
11581: 1 5 14 4 16 6 22 6 18 4 10 4 16 4 10 2 6 4 20 6 19 1 6 1 23 6 16 5 1 23 7 1 17 5 1 24 1 5 17 1 7 23 1 5 16 6 23 1 6 1 19 6 20 4 6 2 10 4 16 4 10 4 18 6 22 6 16 4 14 5 1 23 6 16 4 12 4 14 4 12 2 4 2 8 2 4 2 12 4 12 2 4 2 8 2 6 2 8 4 18 6 22 6 18 4 8 2 6 2 8 2 4 2 12 4 12 2 4 2 8 2 4 2 12 4 14 4 12 4 16 6 23, zy
11582: 1 5 14 4 16 6 22 6 20 6 18 4 10 4 18 6 21 1 6 1 21 6 20 6 20 6 19 1 7 24 7 1 19 6 20 6 20 6 21 1 6 1 21 6 18 4 10 4 18 6 20 6 22 6 16 4 14 5 1 23 6 18 6 21 1 6 1 21 6 20 6 20 6 20 6 21 1 6 1 20 1 6 1 23 7 1 18 1 7 24 7 1 18 1 7 24 7 1 18 1 7 24 7 1 18 1 7 23 1 6 1 20 1 6 1 21 6 20 6 20 6 20 6 21 1 6 1 21 6 18 6 23, zy
11583: 1 5 14 4 16 6 22 6 20 6 20 6 20 6 21 1 6 1 20 1 6 1 21 6 20 6 20 6 20 6 21 1 6 1 20 1 6 1 21 6 20 6 20 6 20 6 22 6 16 4 14 5 1 22 1 6 1 19 4 8 2 6 2 8 4 19 1 6 1 21 6 20 4 6 2 10 4 16 5 1 24 1 5 18 6 22 6 18 6 23 1 5 16 5 1 23 6 18 6 22 6 18 5 1 24 1 5 16 4 10 2 6 4 20 6 21 1 6 1 19 4 8 2 6 2 8 4 19 1 6 1 22, zy
11584: 1 5 14 4 16 6 23 1 5 16 5 1 23 6 18 6 22 6 18 4 10 4 18 6 21 1 6 1 21 6 19 1 6 1 23 7 1 17 4 10 4 18 6 22 6 18 6 23 1 6 1 19 6 20 6 22 6 18 6 22 6 20 6 19 1 6 1 23 6 18 6 22 6 18 4 10 4 17 1 7 23 1 6 1 19 6 21 1 6 1 21 6 18 4 10 4 18 6 22 6 18 6 23 1 5 16 5 1 23 6 16 4 14 5 1 22 1 6 1 19 4 8 2 6 2 8 4 19 1 6 1 22, zy
11585: 1 5 14 4 16 6 23 1 6 1 19 6 22 6 19 1 6 1 23 6 16 4 12 2 4 2 8 2 4 2 12 4 16 6 23 1 5 14 4 16 6 23 1 6 1 19 6 22 6 20 6 20 6 20 6 22 6 19 1 6 1 23 6 16 4 14 5 1 23 6 16 4 12 2 4 2 8 2 4 2 12 4 16 6 23 1 6 1 19 6 22 6 19 1 6 1 23 6 16 4 14 5 1 22 1 6 1 19 4 10 4 16 4 12 4 16 6 24 6 16 4 12 4 16 4 10 4 19 1 6 1 22, zy
11586: 1 5 14 4 16 6 23 1 6 1 19 6 22 6 19 1 6 1 23 6 16 4 14 4 12 4 16 5 1 23 6 18 4 8 2 8 2 6 2 6 2 8 2 8 4 18 6 23 1 5 16 4 12 4 14 4 16 6 23 1 6 1 19 6 22 6 19 1 6 1 23 6 16 4 14 5 1 22 1 6 1 19 4 8 2 6 2 8 2 6 2 8 2 6 2 6 2 10 4 16 4 10 2 6 2 6 2 10 4 16 4 10 2 6 2 6 2 8 2 6 2 8 2 6 2 8 4 19 1 6 1 22, zy
11587: 1 5 14 4 16 6 24 6 16 4 14 4 12 4 16 4 12 4 16 5 1 24 1 6 1 19 6 22 6 19 1 6 1 24 1 5 16 4 12 4 16 4 12 4 14 4 16 6 24 6 16 4 14 5 1 23 7 1 17 4 10 4 19 1 6 1 23 6 18 6 23 1 5 14 4 16 6 24 6 18 6 22 6 20 6 22 6 18 4 10 2 4 2 10 2 4 2 10 4 18 6 22 6 20 6 22 6 18 6 24 6 16 4 14 5 1 23 6 18 6 23 1 6 1 19 4 10 4 17 1 7 23, zy
11588: 1 5 14 4 16 6 24 6 18 4 10 2 6 2 6 2 8 2 6 2 10 4 16 4 12 4 17 1 7 24 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 24 7 1 17 4 12 4 16 4 10 2 6 2 8 2 6 2 6 2 10 4 18 6 24 6 16 4 14 5 1 22 1 5 14 4 16 6 25 1 5 18 4 10 4 18 4 10 4 18 5 1 25 6 16 4 14 5 1 22, zy
11589: 1 5 14 4 16 6 24 6 18 6 22 6 21 1 6 1 20 1 6 1 21 4 6 2 10 4 16 4 12 4 16 4 12 4 16 5 1 23 6 20 6 20 6 22 6 20 6 21 1 6 1 21 6 20 6 21 1 6 1 21 6 20 6 22 6 20 6 20 6 23 1 5 16 4 12 4 16 4 12 4 16 4 10 2 6 4 21 1 6 1 20 1 6 1 21 6 22 6 18 6 24 6 16 4 14 5 1 21 6 22 6 18 4 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 6 22 6 21, zy
11590: 1 5 14 4 16 6 24 6 18 6 23 1 6 1 19 4 8 2 8 4 19 1 6 1 23 6 18 6 23 1 6 1 19 4 8 2 8 4 19 1 6 1 23 6 18 6 24 6 16 4 14 5 1 21 4 6 2 10 2 4 2 10 4 18 6 22 6 20 6 22 6 20 6 21 1 6 1 21 6 20 4 8 4 21 1 5 14 4 16 6 24 6 18 6 24 6 16 4 14 5 1 21 4 8 4 20 6 21 1 6 1 21 6 20 6 22 6 20 6 22 6 18 4 10 2 4 2 10 2 6 4 21, zy
11591: 1 5 14 4 16 6 24 7 1 17 4 12 4 14 4 16 6 23 1 6 1 19 4 10 4 16 4 12 2 2 2 12 4 16 5 1 24 1 5 16 4 12 4 16 5 1 24 1 5 16 4 12 4 16 5 1 24 1 5 16 4 12 2 2 2 12 4 16 4 10 4 19 1 6 1 23 6 16 4 14 4 12 4 17 1 7 24 6 16 4 14 5 1 23 7 1 17 4 10 4 18 4 10 4 18 6 22 6 20 6 20 6 22 6 20 6 20 6 22 6 18 4 10 4 18 4 10 4 17 1 7 23, zy
11592: 1 5 14 5 1 21 6 14 4 12 4 10 2 4 2 8 4 16 6 19 1 6 1 20 1 6 1 19 6 16 4 8 2 4 2 10 4 12 4 14 6 21 1 5 14 5 1 21 6 16 6 19 1 6 1 21 7 1 17 6 19 1 6 1 20 1 6 1 19 6 16 4 8 2 4 2 10 4 12 4 12 4 14 6 20 6 17 1 7 22 7 1 17 6 20 6 14 4 12 4 12 4 10 2 4 2 8 4 16 6 19 1 6 1 20 1 6 1 19 6 17 1 7 21 1 6 1 19 6 16 6 21, zy
11593: 1 5 14 5 1 21 6 14 4 12 4 10 2 4 2 8 4 16 6 20 7 1 15 4 10 4 14 4 10 4 14 4 10 4 15 1 7 20 6 16 4 8 2 4 2 10 4 12 4 14 6 21 1 5 14 5 1 22 1 5 16 6 18 4 6 2 8 4 16 6 19 1 6 1 20 1 6 1 19 6 17 1 7 21 1 6 1 19 6 16 6 21 1 5 14 5 1 21 6 16 6 19 1 6 1 21 7 1 17 6 19 1 6 1 20 1 6 1 19 6 16 4 8 2 6 4 18 6 16 5 1 22, zy
11594: 1 5 14 5 1 21 6 16 4 8 2 6 2 6 2 6 2 8 4 16 6 21 1 5 14 5 1 21 6 17 1 7 22 6 16 6 20 6 18 6 19 1 6 1 21 6 14 2 2 2 8 2 6 4 18 6 19 1 6 1 21 7 1 17 6 20 6 16 4 10 4 14 4 12 4 12 4 14 6 22 6 14 4 12 4 12 4 14 4 10 4 16 6 20 6 17 1 7 21 1 6 1 19 6 18 4 6 2 8 2 2 2 14 6 21 1 6 1 19 6 18 6 20 6 16 6 22 7 1 17 6 21, zy
11595: 1 5 14 5 1 21 6 16 4 10 2 4 2 8 4 17 1 7 22 6 16 4 10 4 16 6 21 1 6 1 19 6 18 6 20 6 18 6 19 1 6 1 21 6 17 1 7 22 6 16 4 10 4 16 6 20 6 19 1 6 1 20 1 6 1 19 6 20 6 16 4 10 4 16 6 22 7 1 17 6 21 1 6 1 19 6 18 6 20 6 18 6 19 1 6 1 21 6 16 4 10 4 16 6 22 7 1 17 4 8 2 4 2 10 4 16 6 21 1 5 14 5 1 21 6 16 4 10 4 16 6 21, zy
11596: 1 5 14 5 1 21 6 16 4 10 2 4 2 8 4 17 1 7 23 1 5 16 4 8 2 6 2 6 2 8 4 17 1 6 1 22 1 5 16 6 21 1 6 1 19 6 18 6 20 6 18 6 20 6 18 6 19 1 6 1 21 6 16 5 1 22 1 6 1 17 4 8 2 6 2 6 2 8 4 16 5 1 23 7 1 17 4 8 2 4 2 10 4 16 6 21 1 5 14 5 1 21 6 16 5 1 22 1 6 1 17 4 8 2 6 2 6 2 6 2 8 4 17 1 6 1 22 1 5 16 6 21, zy
11597: 1 5 14 5 1 21 6 16 4 10 4 14 4 12 4 14 4 10 4 16 6 21 1 6 1 18 1 6 1 22 1 5 16 5 1 22 1 6 1 18 1 6 1 21 6 16 4 10 4 14 4 12 4 14 4 10 4 16 6 21 1 5 14 5 1 21 6 16 5 1 22 1 6 1 17 6 21 1 6 1 18 1 6 1 21 6 16 4 10 4 16 6 20 6 18 4 6 2 8 2 6 4 18 6 20 6 16 4 10 4 16 6 21 1 6 1 18 1 6 1 21 6 17 1 6 1 22 1 5 16 6 21, zy
11598: 1 5 14 5 1 21 6 16 4 10 4 15 1 7 20 6 18 6 20 6 18 6 19 1 6 1 20 1 6 1 19 6 18 4 8 4 18 6 18 6 20 6 17 1 7 22 6 14 4 14 6 22 6 16 6 21 1 6 1 19 6 18 6 19 1 6 1 21 6 16 6 22 6 14 4 14 6 22 7 1 17 6 20 6 18 6 18 4 8 4 18 6 19 1 6 1 20 1 6 1 19 6 18 6 20 6 18 6 20 7 1 15 4 10 4 16 6 21 1 5 14 5 1 21 6 16 6 22 6 16 6 21, zy
11599: 1 5 14 5 1 21 6 16 4 10 4 16 6 20 6 18 6 20 6 16 4 10 4 16 6 21 1 6 1 18 1 6 1 22 1 5 16 6 21 1 6 1 19 6 18 6 19 1 6 1 21 6 16 4 8 2 6 2 8 4 16 6 21 1 6 1 19 6 18 6 19 1 6 1 21 6 16 4 8 2 6 2 8 4 16 6 21 1 6 1 19 6 18 6 19 1 6 1 21 6 16 5 1 22 1 6 1 18 1 6 1 21 6 16 4 10 4 16 6 20 6 18 6 20 6 16 4 10 4 16 6 21, zy
11600: 1 5 14 5 1 21 6 16 4 10 4 16 6 21 1 5 14 5 1 21 7 1 15 4 10 2 4 2 8 2 4 2 10 4 14 4 12 4 12 4 14 4 10 2 4 2 8 2 4 2 10 4 15 1 7 20 4 6 2 6 2 8 2 4 2 10 4 14 4 10 2 2 2 14 6 22 6 14 2 2 2 10 4 14 4 10 2 4 2 8 2 6 2 6 4 20 7 1 15 4 10 2 4 2 8 2 4 2 10 4 14 4 12 4 12 4 14 4 10 2 4 2 8 2 4 2 10 4 15 1 7 21, zy
11601: 1 5 14 5 1 21 6 18 4 8 2 8 4 18 6 22 6 16 4 12 2 2 2 12 4 12 2 4 2 8 2 6 2 6 2 8 2 6 2 8 4 18 6 22 7 1 17 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 18 6 22 6 17 1 7 22 6 18 4 8 2 6 2 8 2 6 2 6 2 8 2 4 2 12 4 12 2 2 2 12 4 16 6 22 6 18 4 8 2 8 4 18 6 21, zy
11602: 1 5 14 5 1 21 6 19 1 6 1 23 7 1 17 4 10 2 4 2 8 2 8 4 18 6 20 6 21 1 6 1 20 1 6 1 21 6 20 6 19 1 6 1 23 7 1 17 4 10 4 18 6 20 6 21 1 6 1 20 1 6 1 21 6 20 6 18 4 10 4 17 1 7 23 1 6 1 19 6 20 6 21 1 6 1 20 1 6 1 21 6 20 6 18 4 8 2 8 2 4 2 10 4 17 1 7 23 1 6 1 19 6 21 1 5 14 5 1 21 6 20 6 18 4 10 4 18 6 20 6 21, zy
11603: 1 5 14 6 22 6 14 4 12 4 12 4 12 4 14 6 21 1 6 1 19 6 18 6 19 1 6 1 21 7 1 17 6 20 6 16 6 22 7 1 19 6 16 5 1 22 1 6 1 19 6 16 4 8 2 6 2 6 2 6 2 8 4 16 6 19 1 6 1 22 1 5 16 6 19 1 7 22 6 16 6 20 6 17 1 7 21 1 6 1 19 6 18 6 19 1 6 1 21 6 14 4 12 4 12 4 12 4 14 6 22 6 14 5 1 21 6 16 6 20 6 18 6 18 6 18 6 20 6 16 6 21, zy
11604: 1 5 16 4 10 2 4 2 8 2 4 2 10 2 4 2 8 2 4 2 10 4 16 6 22 6 17 1 7 23 1 5 16 6 23 1 5 16 4 10 4 16 4 10 4 16 4 8 2 8 4 16 4 10 4 16 4 8 2 8 4 16 4 10 4 16 4 10 4 16 5 1 23 6 16 5 1 23 7 1 17 6 22 6 16 4 10 2 4 2 8 2 4 2 10 2 4 2 8 2 4 2 10 4 16 5 1 23 6 16 5 1 23 7 1 17 4 8 2 6 2 8 4 17 1 7 23 1 5 16 6 23, zy
11605: 1 5 16 4 10 2 4 2 10 4 18 6 20 6 21 1 6 1 21 6 18 6 23 1 5 16 5 1 23 6 18 6 21 1 6 1 21 6 20 6 18 4 10 2 4 2 10 4 16 5 1 24 1 5 18 6 20 6 22 6 17 1 7 22 6 18 4 10 4 16 4 10 2 6 4 20 6 19 1 6 1 23 6 16 4 12 4 14 4 14 4 12 4 14 4 14 4 12 4 16 6 23 1 6 1 19 6 20 4 6 2 10 4 16 4 10 4 18 6 22 7 1 17 6 22 6 20 6 18 5 1 24, zy
11606: 1 5 16 4 10 2 6 2 6 2 8 2 6 2 8 2 6 2 8 4 19 1 6 1 21 6 21 1 6 1 19 4 8 2 6 2 10 4 16 5 1 23 6 18 4 8 2 8 2 4 2 12 4 14 4 12 2 4 2 8 2 8 4 18 6 23 1 5 16 4 10 2 6 2 8 4 19 1 6 1 21 6 21 1 6 1 19 4 8 2 6 2 8 2 6 2 8 2 6 2 6 2 10 4 16 5 1 23 6 18 6 22 6 20 6 21 1 6 1 20 1 6 1 21 6 20 6 22 6 18 6 23, zy
11607: 1 5 16 4 10 2 6 2 6 2 10 4 16 4 12 4 16 5 1 24 1 5 16 4 12 4 16 4 10 2 6 2 6 2 10 4 16 5 1 23 6 18 4 10 4 18 6 23 1 5 16 5 1 23 6 18 5 1 24 1 6 1 19 6 22 6 19 1 6 1 24 1 5 18 6 23 1 5 16 5 1 23 6 18 4 10 4 18 6 23 1 5 16 5 1 23 6 18 5 1 24 1 6 1 19 6 22 6 19 1 6 1 24 1 5 18 6 23 1 5 16 5 1 23 6 18 4 10 4 18 6 23, zy
11608: 1 5 16 4 10 2 6 4 20 6 18 6 23 1 5 16 5 1 23 6 16 4 10 2 6 2 6 2 6 2 10 4 16 6 23 1 5 16 5 1 23 6 18 6 20 4 6 2 10 4 16 5 1 23 6 18 6 21 1 6 1 21 6 18 6 22 6 18 6 22 6 16 4 12 4 16 6 23 1 5 16 4 10 4 18 6 21 1 6 1 21 6 18 6 21 1 6 1 21 6 18 4 10 4 16 5 1 23 6 16 4 12 4 16 6 22 6 18 6 22 6 18 6 21 1 6 1 21 6 18 6 23, zy
11609: 1 5 16 4 10 4 18 4 8 2 4 2 12 4 14 4 12 4 16 4 10 4 18 6 20 4 8 4 19 1 6 1 23 7 1 17 4 10 2 4 2 10 4 16 4 12 4 12 2 4 2 8 2 6 2 8 4 18 6 22 6 18 4 8 2 6 2 8 2 4 2 12 4 12 4 16 4 10 2 4 2 10 4 17 1 7 23 1 6 1 19 4 8 4 20 6 18 4 10 4 16 4 12 4 14 4 12 2 4 2 8 4 18 4 10 4 16 5 1 23 6 18 6 22 6 18 6 22 6 18 6 23, zy
11610: 1 5 16 4 12 2 2 2 12 2 2 2 12 2 2 2 12 4 16 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 17 1 7 24 6 16 4 14 4 14 4 12 4 18 6 22 6 20 6 20 4 8 2 8 4 20 6 20 6 22 6 18 4 12 4 14 4 14 4 16 6 24 7 1 17 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 16 4 12 2 2 2 12 2 2 2 12 2 2 2 12 4 16 5 1 23 6 20 6 20 6 23, zy
11611: 1 5 16 4 12 2 2 2 12 4 16 5 1 23 6 18 4 10 4 18 6 22 6 20 6 20 6 22 6 18 5 1 24 1 5 16 4 12 2 2 2 12 4 16 5 1 23 6 18 4 10 4 18 6 23 1 5 16 4 12 2 2 2 12 4 16 5 1 24 1 5 18 6 22 6 20 6 20 6 22 6 18 4 10 4 18 6 23 1 5 16 4 12 2 2 2 12 4 16 5 1 24 1 5 18 6 22 6 20 6 20 6 22 6 18 4 10 4 18 6 22 6 20 6 20 6 22 6 18 5 1 24, zy
11612: 1 5 16 4 12 2 2 2 14 4 14 4 14 4 14 2 2 2 12 4 16 5 1 24 1 5 18 5 1 25 6 16 4 14 4 14 4 16 5 1 24 1 6 1 18 1 6 1 24 1 5 16 4 14 4 14 4 16 5 1 24 1 6 1 18 1 6 1 24 1 5 16 4 14 4 14 4 16 6 25 1 5 18 5 1 24 1 5 16 4 12 2 2 2 14 4 14 4 14 4 14 2 2 2 12 4 16 5 1 24 1 5 18 5 1 25 6 16 4 14 4 14 4 16 6 25 1 5 18 5 1 24, zy
11613: 1 5 16 4 12 2 4 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 8 4 20 6 20 6 23 1 5 16 4 12 4 16 4 12 4 16 5 1 23 6 20 6 20 4 8 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 12 4 17 1 7 24 6 18 6 24 6 16 4 14 4 12 4 16 4 12 2 4 2 8 2 4 2 12 4 16 4 12 4 14 4 16 6 24 6 18 6 24 7 1 17 4 12 4 16 5 1 24, zy
11614: 1 5 16 4 12 2 4 2 8 2 8 4 19 1 6 1 23 6 20 6 20 4 8 2 8 4 20 6 20 6 23 1 5 16 5 1 23 6 20 6 20 4 8 2 8 4 20 6 20 6 23 1 6 1 19 4 8 2 8 2 4 2 12 4 16 5 1 24 1 5 16 4 12 4 17 1 7 24 6 18 6 24 6 18 6 24 6 18 6 23 1 6 1 21 6 20 6 22 6 20 6 22 6 20 6 21 1 6 1 23 6 18 6 24 6 18 6 24 6 18 6 24 7 1 17 4 12 4 16 5 1 24, zy
11615: 1 5 16 4 12 4 14 2 2 2 10 2 4 2 10 4 18 6 21 1 6 1 21 6 20 6 21 1 6 1 21 6 18 4 10 2 4 2 10 2 2 2 14 4 12 4 16 5 1 23 6 18 4 10 4 18 6 21 1 6 1 21 6 20 4 6 2 10 4 16 4 12 4 16 6 24 7 1 17 4 12 4 14 4 12 2 4 2 10 4 16 4 10 2 4 2 12 4 14 4 12 4 17 1 7 24 6 16 4 12 4 16 4 10 2 6 4 20 6 21 1 6 1 21 6 18 4 10 4 18 6 23, zy
11616: 1 5 16 4 12 4 14 4 14 4 12 4 16 6 23 1 5 16 6 24 6 16 5 1 23 6 16 4 12 4 14 4 14 4 12 4 16 5 1 23 6 18 4 8 2 6 2 8 2 4 2 12 4 12 2 4 2 8 2 6 2 8 4 18 4 8 2 6 2 8 2 4 2 12 4 12 2 4 2 8 2 6 2 8 4 18 6 23 1 5 16 4 12 4 14 4 14 4 12 4 16 6 23 1 5 16 6 24 6 16 5 1 23 6 16 4 12 4 14 4 14 4 12 4 16 5 1 23 6 18 6 23, zy
11617: 1 5 16 4 12 4 16 4 10 2 4 2 12 4 12 2 4 2 10 4 18 6 22 6 18 4 10 2 4 2 12 4 12 2 4 2 10 4 16 4 12 4 16 5 1 23 6 18 4 10 2 2 2 14 4 14 4 12 4 16 4 12 4 14 4 14 4 14 4 14 4 12 4 17 1 7 24 6 18 6 23 1 5 16 5 1 23 6 18 6 23 1 5 16 5 1 23 6 18 6 24 7 1 17 4 12 4 14 4 14 4 14 4 14 4 12 4 16 4 12 4 14 4 14 2 2 2 10 4 18 6 23, zy
11618: 1 5 16 4 12 4 16 4 10 2 6 2 8 2 6 2 8 4 20 6 22 6 18 4 10 2 6 2 6 2 10 4 17 1 7 24 6 18 6 24 7 1 17 4 10 2 6 2 6 2 10 4 18 6 22 6 20 4 8 2 6 2 8 2 6 2 10 4 16 4 12 4 16 5 1 23 6 18 4 10 2 6 2 6 2 10 4 16 4 12 2 4 2 8 2 6 2 8 2 8 4 18 4 10 4 18 4 8 2 8 2 6 2 8 2 4 2 12 4 16 4 10 2 6 2 6 2 10 4 18 6 23, zy
11619: 1 5 16 4 12 4 16 4 12 2 2 2 12 4 16 4 12 4 16 5 1 23 6 19 1 6 1 23 6 19 1 6 1 23 6 18 5 1 24 1 5 16 4 12 4 16 4 12 4 16 4 12 4 16 5 1 23 6 19 1 6 1 23 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 23 1 6 1 19 6 23 1 5 16 4 12 4 16 4 12 4 16 4 12 4 16 5 1 24 1 5 18 6 23 1 6 1 19 6 23 1 6 1 19 6 23, zy
11620: 1 5 16 4 12 4 16 4 12 4 14 2 2 2 10 2 4 2 10 2 4 2 10 2 2 2 14 4 12 4 16 4 12 4 16 5 1 23 6 20 6 20 6 22 6 19 1 6 1 23 6 18 4 10 4 18 6 23 1 5 16 5 1 23 6 18 5 1 24 1 6 1 19 6 22 6 19 1 6 1 23 6 18 4 10 4 18 6 23 1 6 1 19 6 22 6 19 1 6 1 24 1 5 18 6 23 1 5 16 5 1 23 6 18 4 10 4 18 6 23 1 6 1 19 6 22 6 20 6 20 6 23, zy
11621: 1 5 16 4 12 4 16 4 12 4 14 2 2 2 12 4 16 6 24 6 18 4 10 4 18 5 1 25 7 1 18 1 6 1 24 1 5 18 6 23 1 5 16 5 1 23 6 18 4 10 4 18 4 10 4 18 4 10 4 18 6 23 1 5 16 5 1 23 6 18 5 1 24 1 6 1 18 1 7 25 1 5 18 4 10 4 18 6 24 6 16 4 12 2 2 2 14 4 12 4 16 4 12 4 16 5 1 23 6 18 4 10 2 4 2 12 4 14 4 14 4 14 4 12 2 4 2 10 4 18 6 23, zy
11622: 1 5 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 4 12 4 16 5 1 23 6 19 1 7 25 1 5 16 4 14 4 14 4 12 2 2 2 14 4 14 4 12 2 2 2 14 4 14 4 12 4 18 6 24 7 1 18 1 7 24 6 18 4 12 4 14 4 14 2 2 2 12 4 14 4 14 2 2 2 12 4 14 4 14 4 16 5 1 25 7 1 19 6 23, zy
11623: 1 5 16 4 12 4 16 4 12 4 16 4 12 4 16 5 1 23 6 20 6 20 6 23 1 6 1 19 6 23 1 5 16 5 1 23 6 18 5 1 24 1 5 16 4 12 4 16 4 12 4 17 1 7 24 6 18 4 10 2 6 4 21 1 6 1 20 1 6 1 23 6 18 6 24 6 18 6 23 1 6 1 20 1 6 1 21 4 6 2 10 4 18 6 24 7 1 17 4 12 4 16 4 12 4 16 5 1 24 1 5 18 6 23 1 5 16 5 1 23 6 19 1 6 1 23 6 20 6 20 6 23, zy
11624: 1 5 16 4 12 4 16 4 12 4 16 5 1 23 6 19 1 6 1 23 6 18 4 10 4 18 4 10 4 18 4 8 2 8 2 4 2 12 4 16 6 24 6 18 5 1 24 1 6 1 19 6 22 6 20 6 22 6 18 4 10 2 6 2 6 2 10 4 16 4 12 4 16 4 12 4 16 4 10 2 6 2 6 2 10 4 18 6 22 6 20 6 22 6 19 1 6 1 24 1 5 18 6 24 6 16 4 12 2 4 2 8 2 8 4 18 4 10 4 18 4 10 4 18 6 23 1 6 1 19 6 23, zy
11625: 1 5 16 4 12 4 16 4 12 4 16 5 1 24 1 5 18 6 23 1 6 1 18 1 6 1 24 1 5 18 4 10 4 18 6 22 6 20 4 8 4 20 6 20 6 23 1 5 18 6 22 6 20 6 22 6 18 5 1 23 6 20 6 20 6 23 1 5 18 6 22 6 20 6 22 6 18 5 1 23 6 20 6 20 6 23 1 5 18 6 22 6 20 6 22 6 18 5 1 23 6 20 6 20 4 8 4 20 6 22 6 18 4 10 4 18 5 1 24 1 6 1 18 1 6 1 23 6 18 5 1 24, zy
11626: 1 5 16 4 12 4 16 4 12 4 16 5 1 24 1 6 1 19 6 22 6 20 6 20 4 8 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 6 2 10 4 17 1 7 23 1 6 1 20 1 6 1 23 6 18 6 24 6 16 4 12 2 4 2 8 2 6 2 8 2 6 2 8 2 4 2 12 4 16 6 24 6 18 6 23 1 6 1 20 1 6 1 23 7 1 17 4 10 2 6 2 6 2 8 2 6 2 8 2 6 2 8 2 6 2 8 4 20 6 20 6 22 6 19 1 6 1 24, zy
11627: 1 5 16 4 12 4 16 4 12 4 16 6 24 6 18 6 23 1 5 16 5 1 23 6 18 6 24 6 16 4 12 4 17 1 7 24 6 18 6 23 1 6 1 19 6 22 6 20 6 20 4 8 2 6 2 8 2 6 2 6 2 10 4 18 6 22 6 18 4 10 2 6 2 6 2 8 2 6 2 8 4 20 6 20 6 22 6 19 1 6 1 23 6 18 6 24 7 1 17 4 12 4 16 6 24 6 18 6 23 1 5 16 5 1 23 6 18 6 24 6 16 4 12 4 16 4 12 4 16 5 1 24, zy
11628: 1 5 16 4 12 4 16 5 1 23 6 18 4 10 2 4 2 10 2 4 2 10 2 2 2 14 4 14 4 12 4 18 6 22 6 19 1 6 1 24 1 5 18 6 24 6 16 4 12 4 18 6 21 1 6 1 22 1 5 16 5 1 23 6 18 4 10 2 6 4 20 4 6 2 10 4 18 6 23 1 5 16 5 1 22 1 6 1 21 6 18 4 12 4 16 6 24 6 18 5 1 24 1 6 1 19 6 22 6 18 4 12 4 14 4 14 2 2 2 10 2 4 2 10 2 4 2 10 4 18 6 23, zy
11629: 1 5 16 4 12 4 16 5 1 23 6 18 4 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 6 23 1 5 16 5 1 23 6 18 6 24 7 1 17 4 10 2 4 2 12 4 14 4 14 4 14 4 14 4 12 2 4 2 8 2 8 4 19 1 6 1 22 1 6 1 19 4 8 2 8 2 4 2 12 4 14 4 14 4 14 4 14 4 12 2 4 2 10 4 17 1 7 24 6 18 6 23 1 5 16 5 1 23 6 18 4 10 2 4 2 10 2 4 2 10 2 4 2 10 4 18 6 23, zy
